,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
9089,DYPSOET,FAMILY,5.0,8,7400000.0,50.0,Free,0.0,Everyone,Education,"August 7, 2018",1.0.2,4.1 and up
9096,DZ Puzzle,FAMILY,4.3,14,47000000.0,10.0,Paid,0.99,Everyone,Puzzle,"April 22, 2017",1.2,2.3 and up
9101,amm dz,FINANCE,4.3,0,14000000.0,1.0,Paid,5.99,Everyone,Finance,"July 8, 2018",1.0,4.2 and up
9104,Dz kayas,FINANCE,4.3,0,14000000.0,1.0,Paid,28.99,Everyone,Finance,"July 12, 2018",1.0,4.2 and up
9109,DZ-JOKER,GAME,4.4,6,18000000.0,100.0,Free,0.0,Everyone,Arcade,"May 4, 2017",1.0,2.3 and up
9113,News Dz,SOCIAL,4.3,3,9900000.0,10.0,Free,0.0,Everyone,Social,"July 19, 2017",1.0,4.0 and up
9118,DEM DZ,HEALTH_AND_FITNESS,4.5,2,957000.0,100.0,Free,0.0,Teen,Health & Fitness,"November 13, 2017",1.0,2.3.3 and up
9119,chat dz,COMMUNICATION,5.0,8,29000000.0,100.0,Free,0.0,Teen,Communication,"March 14, 2018",1.0,4.1 and up
9122,Ludo Dz,GAME,4.5,17,28000000.0,500.0,Free,0.0,Everyone,Board,"August 27, 2017",1.0,4.1 and up
9125,DZ Urgences,FAMILY,4.3,16,1600000.0,500.0,Free,0.0,Everyone,Education,"December 21, 2016",2.0,4.0 and up
9131,dekoreko-dz,SHOPPING,4.3,16,4600000.0,500.0,Free,0.0,Everyone,Shopping,"March 3, 2018",1.0.0,4.0.3 and up
9136,Dz Camera,TOOLS,4.2,1,33000000.0,10.0,Free,0.0,Everyone,Tools,"November 19, 2017",1.0,4.3 and up
9137,quran-DZ,SOCIAL,4.3,0,6200000.0,10.0,Free,0.0,Teen,Social,"June 13, 2018",1.1,4.2 and up
9139,DZ Register,PRODUCTIVITY,4.3,0,18000000.0,1.0,Free,0.0,Everyone,Productivity,"July 31, 2018",1.0.6,4.1 and up
9175,Typical EA Game,FAMILY,4.6,33,3300000.0,100.0,Free,0.0,Everyone,Casual,"November 18, 2017",1.0,4.0 and up
9178,i am EB,PHOTOGRAPHY,5.0,1,5400000.0,10.0,Free,0.0,Teen,Photography,"February 1, 2017",1.0,4.1 and up
9179,EB-Link,BUSINESS,4.8,6,11000000.0,100.0,Free,0.0,Everyone,Business,"June 7, 2018",1.2.7,4.2 and up
9180,Debra Care Conference,BUSINESS,4.3,0,30000000.0,50.0,Free,0.0,Everyone,Business,"June 15, 2018",5.29.02,5.0 and up
9185,EB Kit,BUSINESS,4.3,4,5200000.0,100.0,Free,0.0,Everyone,Business,"May 15, 2018",1.2,4.1 and up
9188,EB Scanner,PRODUCTIVITY,5.0,9,25000000.0,50.0,Free,0.0,Everyone,Productivity,"February 11, 2018",1.7.8,4.0.3 and up
9190,EB Demo for Android,FAMILY,4.3,0,13000000.0,10.0,Free,0.0,Teen,Entertainment,"May 17, 2017",1.0,4.1 and up
9194,UP EB Bill Payment & Details,SOCIAL,5.0,3,2400000.0,50.0,Free,0.0,Teen,Social,"July 11, 2018",2.0,4.0 and up
9198,EB Remote Deposit,BUSINESS,4.3,0,9000000.0,10.0,Free,0.0,Everyone,Business,"May 10, 2018",5.1,4.1 and up
9199,EB-Chat – For my Events,EVENTS,4.5,2,21000000.0,10.0,Free,0.0,Teen,Events,"November 16, 2017",1.4,3.0 and up
9201,EB Experience,LIFESTYLE,4.2,0,1800000.0,1.0,Free,0.0,Everyone,Lifestyle,"October 19, 2017",1.0,4.0.3 and up
9205,Skin Disease,BEAUTY,4.0,1,2200000.0,100.0,Free,0.0,Everyone,Beauty,"August 30, 2017",1.0,2.2 and up
9206,Schlaumeier,BOOKS_AND_REFERENCE,4.5,0,688000.0,5.0,Paid,0.99,Everyone,Books & Reference,"June 17, 2015",0.1,2.3 and up
9209,Eb & flow Yoga Studio,HEALTH_AND_FITNESS,4.5,0,7300000.0,10.0,Free,0.0,Everyone,Health & Fitness,"July 9, 2018",4.2.2,4.1 and up
9210,Audiowalk EB,TRAVEL_AND_LOCAL,4.3,0,90000000.0,10.0,Free,0.0,Everyone,Travel & Local,"June 30, 2018",1.0.1,4.2 and up
9218,EB Cash Collections,BUSINESS,5.0,1,4300000.0,5.0,Free,0.0,Everyone,Business,"July 31, 2018",1.10,4.4 and up
9227,EC music dictionary,TOOLS,4.4,20,2200000.0,500.0,Paid,1.99,Everyone,Tools,"December 29, 2014",2.1,3.0 and up
9231,Ec Solutions Mobile,BUSINESS,4.3,0,4000000.0,10.0,Free,0.0,Everyone,Business,"November 20, 2016",1.02,4.1 and up
9234,ec-Work,PRODUCTIVITY,4.3,3,26000000.0,100.0,Free,0.0,Everyone,Productivity,"July 9, 2018",1.12,5.0 and up
9235,ec.tv,LIFESTYLE,4.2,0,8600000.0,50.0,Free,0.0,Everyone,Lifestyle,"November 11, 2016",1.0,4.1 and up
9237,EC MANAGER,VIDEO_PLAYERS,4.2,2,17000000.0,100.0,Free,0.0,Everyone,Video Players & Editors,"June 13, 2018",8.3.13.6,4.1 and up
9240,tv-ec,FAMILY,4.3,1,3400000.0,50.0,Free,0.0,Everyone,Entertainment,"April 7, 2018",8.1,4.0.3 and up
9243,EC Apps List,TOOLS,4.5,2,1600000.0,100.0,Free,0.0,Everyone,Tools,"February 12, 2015",1.3,4.0 and up
9245,EC Calgary,FAMILY,5.0,6,8100000.0,100.0,Free,0.0,Teen,Education,"June 26, 2018",3.8.0,4.1 and up
9246,Victoria EC,TOOLS,5.0,5,3800000.0,500.0,Free,0.0,Everyone,Tools,"March 30, 2018",1.283.0037,2.3.3 and up
9247,EC SPORTS,SPORTS,5.0,1,6300000.0,10.0,Free,0.0,Everyone,Sports,"May 26, 2015",4.1.1,2.3.3 and up
9249,EC Designer 2.0,TOOLS,4.2,0,12000000.0,50.0,Free,0.0,Everyone,Tools,"July 9, 2018",0.0.44,4.0 and up
9250,Arrayanes EC,LIFESTYLE,4.2,2,7900000.0,100.0,Free,0.0,Everyone,Lifestyle,"June 27, 2018",3.5,4.4 and up
9251,EC Reps,BUSINESS,4.0,1,5400000.0,100.0,Free,0.0,Everyone,Business,"March 15, 2017",1.10,4.0 and up
9252,EC QR,PRODUCTIVITY,4.3,0,4000000.0,10.0,Free,0.0,Everyone,Productivity,"July 24, 2018",1.0.2,4.1 and up
9253,EC Tax,FINANCE,4.9,8,3100000.0,500.0,Free,0.0,Everyone,Finance,"February 9, 2018",1.2,4.0.3 and up
9254,EC Fairgrounds,FAMILY,5.0,3,5500000.0,500.0,Free,0.0,Everyone,Entertainment,"July 13, 2018",erie1.3.23.42-release,4.4 and up
9255,CompactiMa EC pH Calibration,BOOKS_AND_REFERENCE,4.5,0,8400000.0,100.0,Free,0.0,Everyone,Books & Reference,"December 22, 2016",1.1.2,4.1 and up
9258,TN Patta /Chitta /EC New,SOCIAL,4.8,5,3000000.0,100.0,Free,0.0,Teen,Social,"July 20, 2018",1.0,4.0 and up
9260,FILL EC,BUSINESS,4.1,13,3800000.0,100.0,Free,0.0,Everyone,Business,"April 23, 2018",1.0,4.0.3 and up
9261,Marítimo EC,TOOLS,4.2,1,5300000.0,10.0,Free,0.0,Everyone,Tools,"February 14, 2018",1.9.8,4.0 and up
9262,EC-Contractors,HOUSE_AND_HOME,4.3,0,6000000.0,1.0,Free,0.0,Everyone,House & Home,"April 25, 2018",14.01,4.0.3 and up
9264,EC Sampler,PRODUCTIVITY,4.3,0,30000000.0,1.0,Free,0.0,Everyone,Productivity,"July 31, 2018",1.4,4.0.3 and up
9265,EC Mover,GAME,5.0,5,4600000.0,10.0,Free,0.0,Everyone,Racing,"August 1, 2018",1.11,4.0.3 and up
9266,SCS eC,PRODUCTIVITY,4.4,7,17000000.0,100.0,Free,0.0,Everyone,Productivity,"October 21, 2016",1.0.1,4.1 and up
9282,EF Events,EVENTS,5.0,7,4400000.0,100.0,Free,0.0,Teen,Events,"October 5, 2017",Varies with device,Varies with device
9284,EF Summits,TRAVEL_AND_LOCAL,4.3,0,19000000.0,100.0,Free,0.0,Everyone,Travel & Local,"May 20, 2018",1.1.3,4.4 and up
9287,EF Spelling Bee,FAMILY,3.0,2,9400000.0,500.0,Free,0.0,Everyone,Education;Education,"October 12, 2017",1.2.2,4.3 and up
9289,Travelmoji,FAMILY,3.9,13,10000000.0,500.0,Free,0.0,Everyone,Education,"June 24, 2016",2.0,4.3 and up
9290,EF Forms,BUSINESS,5.0,2,23000000.0,50.0,Free,0.0,Everyone,Business,"July 24, 2018",1.29,4.4 and up
9291,EFAmbassador,FAMILY,4.3,5,10000000.0,100.0,Free,0.0,Everyone,Education,"July 10, 2018",1.2,5.0 and up
9293,EF App,BUSINESS,5.0,8,20000000.0,100.0,Free,0.0,Everyone,Business,"January 23, 2017",1.0.5,4.4 and up
9294,EF Lens Simulator,PHOTOGRAPHY,4.3,2,33000000.0,100.0,Paid,9.99,Everyone,Photography,"February 27, 2017",2.8.3.1,2.2 and up
9295,EF Coach,HEALTH_AND_FITNESS,4.8,17,14000000.0,500.0,Free,0.0,Everyone,Health & Fitness,"March 12, 2018",1.1.1,4.4 and up
9297,EF Universe: Endless Battle,FAMILY,4.2,5,54000000.0,50.0,Free,0.0,Teen,Role Playing,"July 31, 2018",4541.25.51,4.1 and up
9298,[EF]ShoutBox,COMMUNICATION,4.3,3,2500000.0,100.0,Free,0.0,Teen,Communication,"August 7, 2018",Build 54,4.0.3 and up
9299,EF Catalogues · Kataloge,BUSINESS,4.3,15,4300000.0,500.0,Free,0.0,Everyone,Business,"September 21, 2016",1.0.1 (1.5.1),4.0 and up
9300,EF Staff,PRODUCTIVITY,4.3,0,11000000.0,100.0,Free,0.0,Everyone,Productivity,"May 8, 2018",1.2,4.2 and up
9301,EF Academy,HEALTH_AND_FITNESS,5.0,4,15000000.0,50.0,Free,0.0,Everyone,Health & Fitness,"March 23, 2018",7.7.3,4.1 and up
9302,EF First,FAMILY,4.3,0,1600000.0,1.0,Free,0.0,Everyone,Entertainment,"February 9, 2018",1.0,4.0.3 and up
9306,EF Utilities,TOOLS,4.2,0,3600000.0,5.0,Free,0.0,Everyone,Tools,"June 7, 2018",1.1.0,4.3 and up
9310,EF Jumper,GAME,4.4,4,5100000.0,100.0,Free,0.0,Everyone,Arcade,"July 13, 2017",Build 12,2.2 - 7.1.1
9312,E.F.JUVENTUD MADRID,SPORTS,4.3,3,5300000.0,100.0,Free,0.0,Everyone,Sports,"July 13, 2017",1.1,4.0.3 and up
9315,eG Monitor,PRODUCTIVITY,4.6,8,7500000.0,100.0,Free,0.0,Everyone,Productivity,"July 27, 2018",2.0.7,4.1 and up
9319,EG Mantenimiento,BUSINESS,4.3,1,25000000.0,50.0,Free,0.0,Teen,Business,"May 30, 2018",0.0.3,4.1 and up
9322,EG Player,FAMILY,4.3,1,13000000.0,100.0,Free,0.0,Everyone,Entertainment,"December 20, 2017",Final,4.0 and up
9324,EG,PRODUCTIVITY,4.3,3,4400000.0,100.0,Free,0.0,Everyone,Productivity,"July 1, 2016",4.2,4.0.3 and up
9327,EG Retail,BUSINESS,2.4,29,16000000.0,500.0,Free,0.0,Everyone,Business,"July 5, 2018",2.2.1335,4.1 and up
9329,EG Groups,EVENTS,4.5,0,1100000.0,10.0,Free,0.0,Everyone,Events,"October 15, 2017",1.0.0,4.0 and up
9330,EG Way Life,SOCIAL,4.3,0,1100000.0,50.0,Free,0.0,Everyone,Social,"April 27, 2016",1.0,4.1 and up
9331,EG Tax Service,FINANCE,4.3,1,38000000.0,100.0,Free,0.0,Everyone,Finance,"April 23, 2018",1.0.0,4.1 and up
9333,qEG APP / Química EG SRL,TOOLS,4.2,0,118000.0,10.0,Free,0.0,Everyone,Tools,"July 24, 2018",1.0,4.0 and up
9334,EG Classroom Decimals™,FAMILY,3.0,2,18000000.0,50.0,Paid,2.99,Everyone,Education;Education,"June 12, 2017",2.2.2,2.2 and up
9337,EG | Explore Folegandros,TRAVEL_AND_LOCAL,4.3,0,56000000.0,0.0,Paid,3.99,Everyone,Travel & Local,"January 22, 2017",1.1.1,4.1 and up
9341,EG India,LIFESTYLE,5.0,3,4000000.0,100.0,Free,0.0,Everyone,Lifestyle,"July 29, 2018",1.1.3,4.0.3 and up
9365,Eh Bee Wallpapers HD,PERSONALIZATION,5.0,4,3900000.0,100.0,Free,0.0,Everyone,Personalization,"April 24, 2018",1.0,4.1 and up
9367,Me-eh,FAMILY,4.3,13,62000000.0,100.0,Free,0.0,Everyone,Puzzle,"April 6, 2018",3.33,4.1 and up
9371,EH Autolink,BUSINESS,4.3,1,921000.0,100.0,Free,0.0,Everyone,Business,"March 11, 2016",1.0,3.0 and up
9373,Eh Plus English Application,FAMILY,4.3,1,874000.0,100.0,Free,0.0,Everyone,Education,"May 27, 2015",1.1,4.0 and up
9409,Vital Tones EI Pro,HEALTH_AND_FITNESS,4.5,2,85000000.0,50.0,Paid,9.99,Everyone,Health & Fitness,"December 1, 2017",1.4,4.0 and up
9410,EI HabitTracker,FAMILY,4.3,2,981000.0,100.0,Free,0.0,Everyone,Education,"August 17, 2017",1.40.170809,4.0.3 and up
9411,NEMA ei,BUSINESS,5.0,4,12000000.0,100.0,Free,0.0,Everyone,Business,"November 6, 2017",1.0.4,4.4 and up
9412,ei,COMMUNICATION,4.3,2,4500000.0,10.0,Free,0.0,Teen,Communication,"July 16, 2018",0.0.10,4.4 and up
9414,Yeled EI,FAMILY,4.3,0,15000000.0,100.0,Free,0.0,Everyone,Education,"April 26, 2018",0.62,4.1 and up
9418,EI!,PRODUCTIVITY,4.3,0,7700000.0,10.0,Free,0.0,Everyone,Productivity,"July 19, 2018",1.1.14,4.1 and up
9419,EI App 1,FAMILY,4.3,0,13000000.0,10.0,Free,0.0,Everyone,Education,"November 23, 2017",1.0.4,4.1 and up
9420,EI Calculator,TOOLS,4.0,8,1500000.0,100.0,Free,0.0,Everyone,Tools,"May 23, 2016",1.3,1.6 and up
9421,Verdant EI,TOOLS,4.2,0,13000000.0,50.0,Free,0.0,Everyone,Tools,"November 6, 2017",1.1.4,4.1 and up
9427,ei Calc,TOOLS,5.0,2,19000000.0,10.0,Free,0.0,Everyone,Tools,"October 12, 2015",1.2.2,2.3 and up
9431,EI App 2,FAMILY,4.3,0,13000000.0,10.0,Free,0.0,Everyone,Education,"November 23, 2017",1.0.4,4.1 and up
9444,"Kolkata News:Anandbazar Patrika,ei samay&AllRating",NEWS_AND_MAGAZINES,5.0,10,5000000.0,100.0,Free,0.0,Everyone,News & Magazines,"July 14, 2018",1.0,4.0.3 and up
9446,Ei Somoy & Dainik Sangbad & Statesman (PDF),NEWS_AND_MAGAZINES,4.0,4,5300000.0,100.0,Free,0.0,Everyone,News & Magazines,"July 25, 2018",25072018,4.0 and up
9448,EJ.by,NEWS_AND_MAGAZINES,4.2,10,2300000.0,500.0,Free,0.0,Everyone,News & Magazines,"October 27, 2015",1.2,4.0.3 and up
9453,EJ Trívia Game,FAMILY,4.3,1,19000000.0,1.0,Free,0.0,Everyone,Puzzle,"July 19, 2018",1.0,4.1 and up
9455,EJ messenger,COMMUNICATION,5.0,1,25000000.0,10.0,Free,0.0,Teen,Communication,"October 18, 2017",1.0,4.0 and up
9458,Painel EJ SSH - INTERNET GRÁTIS,TOOLS,4.2,10,13000000.0,50.0,Free,0.0,Everyone,Tools,"July 30, 2018",5.1,4.1 and up
9459,EJ Ecuador,LIFESTYLE,4.2,9,6800000.0,100.0,Free,0.0,Teen,Lifestyle,"November 22, 2016",3.0.16,4.0 and up
9460,Ej-buy,BUSINESS,4.3,2,4099999.9999999995,5.0,Free,0.0,Everyone,Business,"August 2, 2018",1.2.0,4.1 and up
9466,パーリーゲイツ公式通販｜EJ STYLE（イージェイスタイル）,SHOPPING,4.3,1,9300000.0,100.0,Free,0.0,Everyone,Shopping,"November 16, 2017",3.0,4.0.3 and up
9498,EK Bailey Preaching Conference,EVENTS,5.0,3,30000000.0,500.0,Free,0.0,Everyone,Events,"July 2, 2018",5.30.01,5.1 and up
9502,Pyaar Ek Dhoka hai Game - Anti Valentines,FAMILY,4.3,8,17000000.0,100.0,Free,0.0,Everyone,Casual,"February 11, 2018",3,4.1 and up
9503,Pyaar Ek Dhoka,FAMILY,5.0,18,1300000.0,50.0,Free,0.0,Everyone,Casual,"February 13, 2018",1.0,4.3 and up
9507,Alex Fuel Calculator for EK,TOOLS,4.9,19,3300000.0,500.0,Free,0.0,Everyone,Tools,"June 15, 2018",1.8,2.1 and up
9509,EK Carevec,FAMILY,4.3,1,29000000.0,10.0,Free,0.0,Teen,Entertainment,"July 17, 2018",2.177.5489,4.3 and up
9512,Hum Ek Hain 2.02,SOCIAL,5.0,2,1800000.0,10.0,Free,0.0,Teen,Social,"March 18, 2018",1.0,5.0 and up
9513,Ek Kahani Aisi Bhi Season 3 - The Horror Story,FAMILY,3.0,1,5800000.0,100.0,Free,0.0,Teen,Entertainment,"July 21, 2018",1.1,5.0 and up
9514,Ek IRA,COMMUNICATION,4.3,0,5700000.0,10.0,Free,0.0,Everyone,Communication,"July 27, 2018",0.3.1,4.1 and up
9515,Sanu Ek Pal Chain - Raid,TOOLS,4.2,1,2600000.0,500.0,Free,0.0,Everyone,Tools,"May 12, 2018",2.0,4.4W and up
9517,Ek Vote,PRODUCTIVITY,5.0,43,6200000.0,500.0,Free,0.0,Everyone,Productivity,"November 7, 2017",1.1,4.0.3 and up
9518,Asha Ek Hope - ALS/ MND,MEDICAL,5.0,2,11000000.0,100.0,Free,0.0,Everyone,Medical,"May 23, 2018",1.1.0,4.1 and up
9530,Ek Qissa He Quran Se (Qurani Waqiyat),FAMILY,5.0,4,2000000.0,100.0,Free,0.0,Everyone,Entertainment,"October 30, 2017",1.0,4.0 and up
9531,Lyrics of Ek Paheli Leela,FAMILY,5.0,4,2300000.0,500.0,Free,0.0,Everyone,Entertainment,"April 23, 2016",1.0,4.0 and up
9532,Ek-yatri: Travel where you Belong,TRAVEL_AND_LOCAL,4.3,0,29000000.0,1.0,Free,0.0,Everyone,Travel & Local,"August 1, 2018",1.0.0,4.4 and up
9536,Shabad Gurubani Punjabi mp3 free - Ek Onkar Satnam,FAMILY,5.0,5,64000000.0,100.0,Free,0.0,Everyone,Entertainment,"January 19, 2018",1.1,4.4 and up
9648,EO Mumbai,COMMUNICATION,4.3,0,11000000.0,10.0,Free,0.0,Everyone,Communication,"February 21, 2018",1.02,4.1 and up
9650,EO SouthAsia,BUSINESS,4.2,8,19000000.0,100.0,Free,0.0,Teen,Business,"April 25, 2018",1.0.23,4.1 and up
9651,EO RAIPUR,SOCIAL,4.3,1,4200000.0,10.0,Free,0.0,Teen,Social,"June 21, 2017",1.0,4.0.3 and up
9652,EO Forum,BUSINESS,4.3,0,1100000.0,100.0,Free,0.0,Everyone,Business,"April 5, 2013",1.1,2.1 and up
9653,EO Events,BUSINESS,4.3,0,11000000.0,10.0,Free,0.0,Teen,Business,"June 21, 2018",v2.7.11.27,4.1 and up
9654,EO KOREA,BUSINESS,4.3,0,14000000.0,50.0,Free,0.0,Teen,Business,"December 4, 2017",1.0.7,2.2 and up
9656,EO GSEA,BUSINESS,4.3,1,30000000.0,10.0,Free,0.0,Everyone,Business,"January 4, 2018",1.0.0,4.4 and up
9658,EO SA Benefits,BUSINESS,4.3,0,518000.0,10.0,Free,0.0,Everyone,Business,"August 25, 2014",1.0,2.3.3 and up
9660,23rd QM BDE EO,BUSINESS,4.3,0,6300000.0,10.0,Free,0.0,Everyone,Business,"September 27, 2017",1.0.0,4.1 and up
9662,EO LAC,LIFESTYLE,4.2,0,18000000.0,10.0,Free,0.0,Everyone,Lifestyle,"January 17, 2017",1.1,4.1 and up
9663,EO Hub,BUSINESS,4.3,0,5200000.0,50.0,Free,0.0,Teen,Business,"February 6, 2018",3.5.4,4.1 and up
9664,Kenny e o Cupcake,FAMILY,4.3,0,6700000.0,1.0,Free,0.0,Everyone,Arcade;Action & Adventure,"July 19, 2018",1.0,2.1 and up
9665,EO,BUSINESS,4.3,0,3100000.0,50.0,Free,0.0,Everyone,Business,"July 1, 2015",1.0,4.0.3 and up
9666,4Eternity EO,BUSINESS,4.3,0,2000000.0,10.0,Free,0.0,Everyone,Business,"January 17, 2018",1.2,4.1 and up
9669,Masha and the Bear- House Cleaning Games for Girls,FAMILY,4.3,0,74000000.0,100.0,Paid,1.99,Everyone,Educational;Pretend Play,"January 25, 2018",0.0.1,4.1 and up
9670,EO Hotels,TRAVEL_AND_LOCAL,4.3,4,11000000.0,100.0,Free,0.0,Everyone,Travel & Local,"June 4, 2017",2.0,4.0.3 and up
9672,Masha and the Bear - Hair Salon and MakeUp Games,FAMILY,4.3,1,83000000.0,100.0,Paid,2.49,Everyone,Role Playing;Education,"March 5, 2018",1.0.1,4.1 and up
9675,Cryptocurrency Trading - How To Trade Crypto,FINANCE,4.3,1,23000000.0,100.0,Free,0.0,Everyone,Finance,"March 16, 2018",1.0,4.1 and up
9679,O Céu e o Inferno,BOOKS_AND_REFERENCE,4.5,14,754000.0,500.0,Paid,0.99,Everyone,Books & Reference,"October 7, 2013",1.1,1.6 and up
9691,EP FCU,FINANCE,4.3,2,2800000.0,100.0,Free,0.0,Everyone,Finance,"March 22, 2018",3.0.6,4.1 and up
9692,EP Home Energy Hub,PRODUCTIVITY,4.3,4,13000000.0,100.0,Free,0.0,Everyone,Productivity,"June 21, 2018",3.4.2,4.4 and up
9693,EP,BUSINESS,4.3,3,2100000.0,100.0,Free,0.0,Everyone,Business,"November 13, 2015",1.0.1,2.3.3 and up
9694,EP Spotter,FAMILY,3.4,9,28000000.0,500.0,Free,0.0,Everyone,Entertainment,"September 28, 2016",314007,4.3 and up
9696,EP RSS Reader,COMMUNICATION,3.8,4,892000.0,100.0,Free,0.0,Everyone,Communication,"July 16, 2018",0.99,4.0.3 and up
9698,EP Cloud,PRODUCTIVITY,4.3,9,2300000.0,10.0,Free,0.0,Everyone,Productivity,"July 26, 2018",2.2.2,4.1 and up
9699,eP Scanner,EVENTS,4.5,0,20000000.0,100.0,Free,0.0,Everyone,Events,"October 13, 2017",1.5,4.4 and up
9701,EP Church Annapolis,LIFESTYLE,5.0,2,8800000.0,100.0,Free,0.0,Everyone,Lifestyle,"January 14, 2017",1.0,4.1 and up
9703,ep-liggare - Elektronisk personalliggare,TOOLS,4.2,0,21000000.0,100.0,Free,0.0,Everyone,Tools,"June 26, 2018",1.1.0,4.1 and up
9704,EP Calipers,MEDICAL,4.3,4,15000000.0,100.0,Paid,0.99,Everyone,Medical,"February 10, 2018",2.12,4.0 and up
9705,EP Radio,FAMILY,5.0,3,154000.0,50.0,Free,0.0,Everyone,Entertainment,"March 26, 2018",1.0,3.0 and up
9707,Tester EP,TOOLS,4.2,9,4800000.0,100.0,Free,0.0,Everyone,Tools,"May 15, 2018",3.0,2.1 and up
9711,EP Lab Digest,MEDICAL,2.3,11,12000000.0,500.0,Free,0.0,Everyone,Medical,"July 12, 2018",1000000.6,4.1 and up
9713,eP Finder,AUTO_AND_VEHICLES,4.3,0,6300000.0,10.0,Free,0.0,Everyone,Auto & Vehicles,"June 21, 2018",1.0,4.4 and up
9714,EP Music,FAMILY,4.3,0,11000000.0,10.0,Free,0.0,Everyone,Entertainment,"July 26, 2017",1.0,4.1 and up
9715,EP Coding,MEDICAL,4.3,0,2000000.0,50.0,Paid,0.99,Everyone,Medical,"October 5, 2017",1.6,4.0 and up
9716,EP Kalkulator el. energije,TOOLS,4.4,13,1500000.0,100.0,Free,0.0,Everyone,Tools,"February 20, 2015",4.0,4.0 and up
9717,The Great Wobo Escape Ep.1,FAMILY,4.3,11,20000000.0,500.0,Paid,1.99,Everyone 10+,Action;Action & Adventure,"May 3, 2016",1.0.3289,4.1 and up
9719,EP Cook Book,MEDICAL,4.3,0,3200000.0,0.0,Paid,200.0,Everyone,Medical,"July 26, 2015",1.0,3.0 and up
9722,EP Search and Find,FAMILY,4.3,20,23000000.0,500.0,Free,0.0,Everyone,Casual,"May 27, 2015",1.0.0,2.3 and up
9726,Gate Of Death Ep: 1,GAME,4.4,7,34000000.0,100.0,Free,0.0,Everyone,Adventure,"October 7, 2016",1.1,2.3 and up
9727,EP Mobil,SHOPPING,4.3,3,5300000.0,100.0,Free,0.0,Everyone,Shopping,"July 18, 2018",1.9,4.1 and up
9730,Lean EQ,BUSINESS,4.3,6,10000000.0,10.0,Paid,89.99,Everyone,Business,"February 14, 2017",1.0,4.1 and up
9739,ER,LIFESTYLE,4.2,2,28000000.0,500.0,Free,0.0,Everyone,Lifestyle,"September 1, 2017",1.1.2,2.3.3 and up
9766,ER Assist,PRODUCTIVITY,5.0,3,28000000.0,10.0,Free,0.0,Everyone,Productivity,"December 6, 2016",0.1.7,4.1 and up
9772,Get SMART ER/LA Opioids,MEDICAL,4.3,0,8900000.0,500.0,Free,0.0,Everyone,Medical,"April 26, 2018",36,4.0.3 and up
9782,SnakeBite911 ER,MEDICAL,4.3,1,42000000.0,500.0,Free,0.0,Everyone,Medical,"October 9, 2017",1.2,4.1 and up
9806,Dr. ES PV Calculator,TOOLS,5.0,19,11000000.0,500.0,Free,0.0,Everyone,Tools,"March 11, 2018",3.4.7.2.16,4.1 and up
9810,ES Billing System (Offline App),PRODUCTIVITY,5.0,1,4200000.0,100.0,Free,0.0,Everyone,Productivity,"May 17, 2018",1.0,4.1 and up
9815,ES Solar,BUSINESS,5.0,3,4700000.0,100.0,Free,0.0,Everyone,Business,"May 17, 2018",1.2,4.1 and up
9820,ES-1,COMMUNICATION,4.3,6,2700000.0,500.0,Free,0.0,Everyone,Communication,"July 5, 2016",1.0,1.6 and up
9828,Égalité et Réconciliation,NEWS_AND_MAGAZINES,4.9,58,3800000.0,500.0,Paid,2.99,Everyone,News & Magazines,"May 26, 2018",1.1.1,5.0 and up
9874,European Union Flag LWP,PERSONALIZATION,4.4,3,5300000.0,100.0,Free,0.0,Everyone,Personalization,"August 29, 2016",1.1,4.1 and up
9882,EU in the World,FAMILY,4.3,8,7200000.0,100.0,Free,0.0,Everyone,Entertainment,"March 2, 2018",1.1.1,4.1 and up
9883,My EU,FAMILY,3.8,4,13000000.0,100.0,Free,0.0,Everyone,Education,"May 15, 2017",3.2.1,4.1 and up
9884,Invasion: Defend EU,GAME,4.4,7,20000000.0,50.0,Free,0.0,Everyone,Arcade,"December 8, 2017",1.0.|,2.3 and up
9885,R-EU-READY,GAME,4.1,13,16000000.0,500.0,Free,0.0,Everyone,Trivia,"March 2, 2016",1.5,2.2 and up
9892,Have your say on Europe,COMMUNICATION,3.8,19,21000000.0,500.0,Free,0.0,Everyone,Communication,"April 19, 2018",1.1.0,4.1 and up
9893,EU CBRNE Glossary,LIBRARIES_AND_DEMO,4.2,3,20000000.0,500.0,Free,0.0,Everyone,Libraries & Demo,"June 15, 2016",1.0.0,4.4 and up
9898,Countries of the European Union (Quiz),GAME,4.4,11,7000000.0,100.0,Free,0.0,Everyone,Trivia,"February 3, 2018",1.3,5.0 and up
9899,EU Exit poll,LIFESTYLE,5.0,10,9400000.0,100.0,Free,0.0,Everyone,Lifestyle,"July 15, 2016",1.6,4.1 and up
9902,EU WHO War,FAMILY,4.3,0,1200000.0,50.0,Free,0.0,Everyone,Education,"December 23, 2013",1.0,3.0 and up
9904,Brexit EU,FAMILY,4.4,7,7500000.0,500.0,Free,0.0,Everyone,Casual,"March 10, 2016",1.0,2.3 and up
9905,Eu sou Rico,FINANCE,4.3,0,2600000.0,0.0,Paid,30.99,Everyone,Finance,"January 9, 2018",1.0,4.0 and up
